,Unnamed: 0,Unnamed: 0.1,doi,pmid,text,link,label1,DNA,PROTEIN,RNA,CELL_TYPE,CELL_LINE
655,655,701,10.1186/s12887-019-1421-y,30736757.0,"backgroundthe literature suggests that 0.9 to 6% of infants who die unexpectedly may have had a metabolic disorder. at least 43 different inborn errors of metabolism (iems) have been associated with sudden death (sudi). to date, the frequency of iem-associated sudi has not been studied in brazil. the present study sought to characterize infant mortality related to iems known to cause sudi disaggregated by each of the regions of brazil.methodsthis was a descriptive, cross-sectional, population-based study of data obtained from the brazilian ministry of health mortality information system (sim). death records were obtained for all infants (age < 1 year) who died in brazil in 2002–2014 in whom the underlying cause of death was listed as icd-10 codes e70 (disorders of aromatic amino-acid metabolism), e71 (disorders of branched-chain amino-acid metabolism and fatty-acid metabolism), e72 (other disorders of amino-acid metabolism), or e74 (other disorders of carbohydrate metabolism), which are known to be associated with sudi.resultsfrom 2002 to 2014, 199 deaths of infants aged < 1 year were recorded in the sim with an underlying cause corresponding to one of the iems of interest. the prevalence of iem-related deaths was 0.67 per 10,000 live births (0.58–0.77). of these 199 deaths, 18 (9.0%) occurred in the north of brazil, 43 (21.6%) in the northeast, 80 (40.2%) in the southeast, 46 (23.1%) in the south, and 12 (6.0%) in the center-west region. across all regions of the country, icd10-e74 was predominant.conclusionsthis 13-year time-series study provides the first analysis of the number of infant deaths in brazil attributable to iems known to be associated with sudden death.electronic supplementary materialthe online version of this article (10.1186/s12887-019-1421-y) contains supplementary material, which is available to authorized users",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6367785/,abstract,"2002–2014 , e71 , sim , center-west region","e74 , sudi.resultsfrom , death.electronic",,,
656,656,703,10.3389/fmolb.2018.00029,29682508.0,"tyrosine, phenylalanine and tryptophan are the three aromatic amino acids (aaa) involved in protein synthesis. these amino acids and their metabolism are linked to the synthesis of a variety of secondary metabolites, a subset of which are involved in numerous anabolic pathways responsible for the synthesis of pigment compounds, plant hormones and biological polymers, to name a few. in addition, these metabolites derived from the aaa pathways mediate the transmission of nervous signals, quench reactive oxygen species in the brain, and are involved in the vast palette of animal coloration among others pathways. the aaa and metabolites derived from them also have integral roles in the health of both plants and animals. this review delineates the de novo biosynthesis of the aaa by microbes and plants, and the branching out of aaa metabolism into major secondary metabolic pathways in plants such as the phenylpropanoid pathway. organisms that do not possess the enzymatic machinery for the de novo synthesis of aaa must obtain these primary metabolites from their diet. therefore, the metabolism of aaa by the host animal and the resident microflora are important for the health of all animals. in addition, the aaa metabolite-mediated host-pathogen interactions in general, as well as potential beneficial and harmful aaa-derived compounds produced by gut bacteria are discussed. apart from the aaa biosynthetic pathways in plants and microbes such as the shikimate pathway and the tryptophan pathway, this review also deals with aaa catabolism in plants, aaa degradation via the monoamine and kynurenine pathways in animals, and aaa catabolism via the 3-aryllactate and kynurenine pathways in animal-associated microbes. emphasis will be placed on structural and functional aspects of several key aaa-related enzymes, such as shikimate synthase, chorismate mutase, anthranilate synthase, tryptophan synthase, tyrosine aminotransferase, dopachrome tautomerase, radical dehydratase, and type iii coa-transferase. the past development and current potential for interventions including the development of herbicides and antibiotics that target key enzymes in aaa-related pathways, as well as aaa-linked secondary metabolism leading to antimicrobials are also discussed",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5897657/,abstract,,"aaa-related enzymes , shikimate synthase , chorismate mutase , anthranilate synthase , tryptophan synthase , tyrosine aminotransferase , dopachrome tautomerase , radical dehydratase , type iii coa-transferase , enzymes",,,
657,657,704,10.1186/s13023-014-0159-8,25344299.0,"backgroundin recent decades, considerable progress in diagnosis and treatment of patients with intoxication-type inborn errors of metabolism (it-iem) such as urea cycle disorders (ucd), organic acidurias (oa), maple syrup urine disease (msud), or tyrosinemia type 1 (tyr 1) has resulted in a growing group of long-term survivors. however, it-iem still require intense patient and caregiver effort in terms of strict dietetic and pharmacological treatment, and the threat of metabolic crises is always present. furthermore, crises can affect the central nervous system (cns), leading to cognitive, behavioural and psychiatric sequelae. consequently, the well-being of the patients warrants consideration from both a medical and a psychosocial viewpoint by assessing health-related quality of life (hrqol), psychological adjustment, and adaptive functioning. to date, an overview of findings on these topics for it-iem is lacking. we therefore aimed to systematically review the research on hrqol, psychological adjustment, and adaptive functioning in patients with it-iem.methodsrelevant databases were searched with predefined keywords. study selection was conducted in two steps based on predefined criteria. two independent reviewers completed the selection and data extraction.resultseleven articles met the inclusion criteria. studies were of varying methodological quality and used different assessment measures. findings on hrqol were inconsistent, with some showing lower and others showing higher or equal hrqol for it-iem patients compared to norms. findings on psychological adjustment and adaptive functioning were more consistent, showing mostly either no difference or worse adjustment of it-iem patients compared to norms. single medical risk factors for hrqol, psychological adjustment, or adaptive functioning have been addressed, while psychosocial risk factors have not been addressed.conclusiondata on hrqol, psychological adjustment, and adaptive functioning for it-iem are sparse. studies are inconsistent in their methodological approaches, assessment instruments and norm populations. a disease-specific standard assessment procedure for hrqol is not available. psychosocial risk factors for hrqol, psychological adjustment, or adaptive functioning have not been investigated. considering psychosocial variables and their corresponding risk factors for it-iem would allow evaluation of outcomes and treatments as well as the planning of effective social and psychological interventions to enhance the patients’ hrqol",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4219016/,abstract,,"addressed.conclusiondata , ’",,,
658,658,705,10.1186/s12967-015-0720-9,26572608.0,"in 2013 both saudi arabia and qatar
launched genome projects with the aim of providing information for better diagnosis, treatment and prevention of diseases and, ultimately to realize personalized medicine by sequencing hundred thousands samples. these population based genome activities raise a series of relevant ethical, legal and social issues general, related to the specific population structure as well as to the islamic perspective on genomic analysis and genetic testing. to contribute to the debate, the authors after reviewing the existing literature and taking advantage of their professional experience in the field and in the geographic area, discuss and provide their opinions. in particular, the authors focus on the impact of consanguinity on population structure and disease frequency in the arab world, on genetic testing and genomic analysis (i.e. technical aspects, impact, etc.) and on their regulations. a comparison between the islamic perspective and the ethical, social and legal issues raised in other population contexts is also carried. in conclusion, this opinion article with an up-to-date contribution to the discussion on the relevance and impact of genomic analysis and genetic testing in the arab world, might help in producing specific national guidelines on genetic testing and genomic analysis and help accelerate the implementation and roll out of genome projects in muslim countries and more specifically in qatar, and other countries of the gulf",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4647661/,abstract,,,,,
659,659,706,10.1007/s12264-017-0152-z,28667479.0,"most attempts at rational development of new analgesics have failed, in part because chronic pain involves multiple processes that remain poorly understood. to improve translational success, one strategy is to select novel targets for which there is proof of clinical relevance, either genetically through heritable traits, or pharmacologically. such an approach by definition yields targets with high clinical validity. the biology of these targets can be elucidated in animal models before returning to the patients with a refined therapeutic. for optimal treatment, having biomarkers of drug action available is also a plus. here we describe a case study in rational drug design: the use of controlled inhibition of peripheral tetrahydrobiopterin (bh4) synthesis to reduce abnormal chronic pain states without altering nociceptive-protective pain. initially identified in a population of patients with low back pain, the association between bh4 production and chronic pain has been confirmed in more than 12 independent cohorts, through a common haplotype (present in 25% of caucasians) of the rate-limiting enzyme for bh4 synthesis, gtp cyclohydrolase 1 (gch1). genetic tools in mice have demonstrated that both injured sensory neurons and activated macrophages engage increased bh4 synthesis to cause chronic pain. gch1 is an obligate enzyme for de novo bh4 production. therefore, inhibiting gch1 activity eliminates all bh4 production, affecting the synthesis of multiple neurotransmitters and signaling molecules and interfering with physiological function. in contrast, targeting the last enzyme of the bh4 synthesis pathway, sepiapterin reductase (spr), allows reduction of pathological bh4 production without completely blocking physiological bh4 synthesis. systemic spr inhibition in mice has not revealed any safety concerns to date, and available genetic and pharmacologic data suggest similar responses in humans. finally, because it is present in vivo only when spr is inhibited, sepiapterin serves as a reliable biomarker of target engagement, allowing potential quantification of drug efficacy. the emerging development of therapeutics that target bh4 synthesis to treat chronic pain illustrates the power of combining human and mouse genetics: human genetic studies for clinical selection of relevant targets, coupled with causality studies in mice, allowing the rational engineering of new analgesics",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5799129/,abstract,,"peripheral tetrahydrobiopterin , gtp cyclohydrolase 1 , gch1 , gch1 , gch1 , sepiapterin reductase",,"injured sensory neurons , activated macrophages",
660,660,707,10.1177/1178630217751906,29398918.0,"in 2009, a paper was published suggesting that watersheds provide a geospatial platform for establishing linkages between aquatic contaminants, the health of the environment, and human health. this article is a follow-up to that original article. from an environmental perspective, watersheds segregate landscapes into geospatial units that may be relevant to human health outcomes. from an epidemiologic perspective, the watershed concept places anthropogenic health data into a geospatial framework that has environmental relevance. research discussed in this article includes information gathered from the literature, as well as recent data collected and analyzed by this research group. it is our contention that the use of watersheds to stratify geospatial information may be both environmentally and epidemiologically valuable",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5788116/,abstract,,,,,
661,661,708,10.1007/8904_2014_399,25732995.0,"background: omega-3 long-chain polyunsaturated fatty acids (n3lcpufa) levels are reduced in phenylketonuria (pku). recent care guidelines recommend essential fatty acid status is monitored in patients with pku but access to such testing is limited. we hypothesized that information obtained on diet history would identify pku adults with suboptimal levels of n3lcpufa.methods: a 12-month single site prospective study was completed including 35 adults (age 18–46) attending a clinic for adults with inborn errors of metabolism. levels of n3lcpufa were correlated with estimated intake using a published food frequency questionnaire. n3lcpufa levels were tested at a commercial laboratory and values > one sd below the laboratory mean value were considered suboptimal.results: mean levels of docosahexaenoic acid (dha) were lower and levels of eicosapentaenoic acid (epa) and alpha-linoleic acid (ala) higher in subjects with pku than in laboratory controls. n3lcpufa levels correlated with estimated intake (p <0.002). diet history had a positive predictive value of 93% and negative predictive value of 90% to identify subjects with suboptimal n3lcpufa levels.conclusions: diet history is sufficient to predict adult subjects who may have low dha levels and can be used to target testing or supplementation to those at risk. dha levels are low despite high levels of ala suggesting that supplementation, if indicated, should be with preformed dha rather than with its precursors.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4470952/,abstract,pku,docosahexaenoic acid (dha),,,
662,662,709,10.3390/bios9020065,31117262.0,"infectious diseases still pose an omnipresent threat to global and public health, especially in many countries and rural areas of cities. underlying reasons of such serious maladies can be summarized as the paucity of appropriate analysis methods and subsequent treatment strategies due to the limited access of centralized and equipped health care facilities for diagnosis. biosensors hold great impact to turn our current analytical methods into diagnostic strategies by restructuring their sensing module for the detection of biomolecules, especially nano-sized objects such as protein biomarkers and viruses. unquestionably, current sensing platforms require continuous updates to address growing challenges in the diagnosis of viruses as viruses change quickly and spread largely from person-to-person, indicating the urgency of early diagnosis. some of the challenges can be classified in biological barriers (specificity, low number of targets, and biological matrices) and technological limitations (detection limit, linear dynamic range, stability, and reliability), as well as economical aspects that limit their implementation into resource-scarce settings. in this review, the principle and types of biosensors and their applications in the diagnosis of distinct infectious diseases were comprehensively explained. the deployment of current biosensors into resource-scarce settings is further discussed for virus detection by elaborating the pros and cons of existing methods as a conclusion and future perspective",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6627152/,abstract,,,,,
663,663,710,10.1681/ASN.2016050508,28739648.0,"aki is a frequent condition that involves renal microcirculation impairment, infiltration of inflammatory cells with local production of proinflammatory cytokines, and subsequent epithelial disorders and mitochondrial dysfunction. peroxisome proliferator-activated receptor γ coactivator 1-α (ppargc1a), a coactivator of the transcription factor ppar-γ that controls mitochondrial biogenesis and function, has a pivotal role in the early dysfunction of the proximal tubule and the subsequent renal repair. here, we evaluated the potential role of hepatocyte nuclear factor–1β (hnf-1β) in regulating ppargc1a expression in aki. in mice, endotoxin injection to induce aki also induced early and transient inflammation and ppargc1a inhibition, which overlapped with downregulation of the hnf-1β transcriptional network. in vitro, exposure of proximal tubule cells to the inflammatory cytokines ifn-γ and tnf-α led to inhibition of hnf-1β transcriptional activity. moreover, inhibition of hnf-1β significantly reduced ppargc1a expression and altered mitochondrial morphology and respiration in proximal tubule cells. chromatin immunoprecipitation assays and pcr analysis confirmed hnf-1β binding to the ppargc1a promoter in mouse kidneys. we also demonstrated downregulation of renal ppargc1a expression in a patient with an hnf1b germinal mutation. thus, we propose that hnf-1β links extracellular inflammatory signals to mitochondrial dysfunction during aki partly via ppargc1a signaling. our findings further strengthen the view of hnf1b-related nephropathy as a mitochondrial disorder in adulthood",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5661272/,abstract,ppargc1a promoter,"proinflammatory cytokines , peroxisome proliferator-activated receptor γ coactivator 1-α , ppargc1a , transcription factor ppar-γ , hepatocyte nuclear factor–1β , hnf-1β , ppargc1a , aki , ppargc1a , hnf-1β transcriptional network , inflammatory cytokines , hnf-1β , hnf-1β , ppargc1a , hnf-1β , ppargc1a , hnf1b germinal , hnf-1β , ppargc1a",,"inflammatory cells , proximal tubule cells , proximal tubule cells",
664,664,711,10.1016/j.cell.2016.05.071,27374330.0,"brown and beige adipocytes are specialized cells that express ucp1 and dissipate chemical energy as heat. these cells likely possess alternative ucp1-independent thermogenic mechanisms. here we identify a secreted enzyme, peptidase m20 domain containing 1 (pm20d1), that is enriched in ucp1+ versus ucp1- adipocytes. we demonstrate that pm20d1 is a bidirectional enzyme in vitro, catalyzing both the condensation of fatty acids and amino acids to generate n-acyl amino acids and also the reverse hydrolytic reaction. n-acyl amino acids directly bind mitochondria and function as endogenous uncouplers of ucp1-independent respiration. mice with increased circulating pm20d1 have augmented respiration and increased n-acyl amino acids in blood. lastly, administration of n-acyl amino acids to mice improves glucose homeostasis and increases energy expenditure. these data identify an enzymatic node and a family of metabolites that regulate energy homeostasis; this pathway might be useful for treating obesity and associated disorders.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4947008/,abstract,,"ucp1 , secreted enzyme , peptidase m20 domain , pm20d1 , pm20d1 , n-acyl amino acids , ucp1-independent , pm20d1",,brown and beige adipocytes,ucp1+ versus ucp1- adipocytes
665,665,712,10.4269/ajtmh.17-0889,29968557.0,".there is increasing interest in using dried blood spot (dbs) cards to extend the reach of global health and disease surveillance programs to hard-to-reach populations. conceptually, dbs offers a cost-effective solution for multiple use cases by simplifying logistics for collecting, preserving, and transporting blood specimens in settings with minimal infrastructure. this review describes methods to determine both the reliability of dbs-based bioanalysis for a defined use case and the optimal conditions that minimize pre-analytical sources of data variability. examples by the newborn screening, drug development, and global health communities are provided in this review of published literature. sources of variability are linked in most cases, emphasizing the importance of field-to-laboratory standard operating procedures that are evidence based and consider both stability and efficiency of recovery for a specified analyte in defining the type of dbs card, accessories, handling procedures, and storage conditions. also included in this review are reports where dbs was determined to not be feasible because of technology limitations or physiological properties of a targeted analyte.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6090344/,abstract,,accessories,,,
666,666,713,10.3892/etm.2017.4167,28565794.0,"the aim of the present study was to conduct preliminary clinical screening and monitoring using a novel two-step derivatization process of urine in five categories of inherited metabolic disease (imd). urine samples (100 µl, containing 2.5 mmol/l creatinine) were taken from patients with imds. the collected urine was then treated using a two-step derivatization method (with oximation and silylation at room temperature), where urea and protein were removed. in the first step of the derivatization, α-ketoacids and α-aldehyde acids were prepared by oximation using novel oximation reagents. the second-step of the derivatization was that residues were silylated for analysis. urine samples were examined using gas chromatography/mass spectrometry (gc/ms) and a retention time-locking technique. the simultaneous analysis and identification of >400 metabolites in >130 types of imd was possible from the gc/ms results, where the imds included phenylketonuria, ornithine transcarbamylase deficiency, neonatal intrahepatic cholestasis caused by citrin deficiency, β-ureidopropionase deficiency and mitochondrial metabolic disorders. this method was demonstrated to have good repeatability. considering α-ketoglutarate (α-kg) as an example, the relative standard deviations (rsds) of the α-kg retention time and peak area were 0.8 and 3.9%, respectively, the blank spiked recovery rate was between 89.6 and 99.8%, and the rsd was ≤7.5% (n=5). the method facilitates the analysis of thermally non-stable and semi-volatile metabolites in urine, and greatly expands the range of materials that can be synchronously screened by gc/ms. furthermore, it provides a comprehensive, effective and reliable biochemical analysis platform for the pathological research of imds",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443173/,abstract,rsd,"imd , gc/ms , ornithine transcarbamylase , ≤7.5 , gc/ms",,,
667,667,714,10.1038/s41431-018-0144-0,29703952.0,"guidelines recommend patients be informed of their incidental results (ir) when undergoing genomic sequencing (gs), yet there are limited tools to support patients’ decisions about learning ir. the aim of this study is to develop and test the usability of a decision aid (da) to guide patients’ selection of ir, and to describe patients’ preferences for learning ir following use of the da. we developed and evaluated a da using an iterative, mixed-methods process consisting of (1) prototype development, (2) feasibility testing, (3) cognitive interviews, (4) design and programming, and (5) usability testing. we created an interactive online da called the genomics adviser, a genomics decision aid about incidental sequencing results. the genomics adviser begins with an educational whiteboard video, and then engages users in a values clarification exercise, knowledge quiz and final choice step, based on a ‘binning’ framework. participants found the da acceptable and intuitive to use. they were enthusiastic towards gs and ir; all selected multiple categories of ir. the genomics adviser is a new patient-centered tool to support the clinical delivery of incidental gs results. the genomics adviser fills critical care gaps, given the health care system’s limited genomics expertise and capacity to convey the large volume of ir and their myriad of implications.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6018661/,abstract,’,"’ , ’",,,
668,668,715,10.1007/8904_2014_360,25503300.0,"glutaric aciduria type i (ga-i) is an inherited metabolic disorder that may lead to severe motor disorder and cognitive impairment. ga-i is now included in the newborn screening programme in many countries as early detection allows for prompt treatment and effectively reduces the risk of poor developmental outcome. information regarding the long-term neurodevelopmental outcome of children with ga-i treated early is sparse.we recruited children with a confirmed diagnosis of ga-i diagnosed via newborn screening, treated in our centre and >3 years of age (n = 6). children were assessed at two time points using a comprehensive neuropsychological test battery. four of these had been the subject of a previous report. all participants were male, 3–6 years at the initial assessment and 6–12 years of age at the follow-up assessment.fine motor skills were below average in all patients. speech, which was affected in all four patients reported previously, improved following speech therapy. iq scores remained generally stable within the normal range. executive functioning was average to high average in four patients. behaviour, as assessed through parental questionnaires, was problematic in two patients. compounding factors included child neglect, family history of autism and multiple admissions to hospital (n = 1 in each).ga-i affects fine motor skills and speech, regardless of early treatment, but not iq scores. patients with ga-i should be referred for assessment and appropriate early intervention. further research is needed to correlate specific neuropsychological deficits with neuroimaging.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4361926/,abstract,,,,,
669,669,716,10.3892/etm.2017.5440,29434692.0,"transient hypothyroidism is common in premature infants and increases the risk of adverse neurodevelopmental outcomes. thyroid hormone (th) is involved in oligodendrocyte development and myelination, however, whether transient hypothyroidism is associated with oligodendrocyte dysplasia and abnormal myelination is unclear. the aim of the present study was to investigate correlations among th levels, neurodevelopmental outcomes and white matter (wm) microstructure in premature infants. the authors designed a cohort study recruiting 81 premature infants (age, 23–35 weeks). a total of 17 were born with a gestational age (ga) <30 weeks (early preterm group) and 64 of them were born with a ga ≥30 weeks (late preterm group). for outcome measurement, thyroid stimulating hormone (tsh) levels at 0, 18, and 24 h of admission were measured. neurodevelopmental outcomes were assessed using bayley iii test. diffusion tensor imaging was used to explore the characterization of wm microstructure. the data demonstrated that ga, however not tsh level was associated with neurodevelopmental outcomes in the following 2 years. fractional anisotrophy (fa) increased with tsh0 levels over anterior limb of internal capsule, while axial diffusivity decreased with tsh0 levels over splenium of corpus callosum (cc). the late preterm group had more intact wm integrity over the internal and external capsule (ec) in fa compared with the early preterm group. infants with motor dysfunction had significantly increased mean diffusivity (md) values at regions of interest in the genu and splenium of cc. the results of the present study demonstrated that ga, however not transient hypothyroidism influenced neurodevelopmental outcomes in the premature infants. fa increased with age in a regionally-specific manner over regions of the internal capsule and ec. md may act as a potential predictor for motor function in premature babies",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5772951/,abstract,,"tsh0 , tsh0 , md , md",,,
670,670,717,10.1186/s13023-016-0410-6,27008844.0,"backgroundspecialized adult care of phenylketonuria (pku) patients is of increasing importance. adult outpatient clinics for inherited errors of metabolism can help to achieve this task, but experience is limited. ten years after establishment of a coordinated transition process and specialised adult care for inherited metabolic diseases, adult pku care was evaluated with respect to metabolic control, therapy satisfaction, life satisfaction, sociodemographic data, economical welfare as well as pregnancy outcome.methodsall pku patients transferred from paediatric to adult care between 2005 and 2015 were identified. a retrospective data analysis and a cross-sectional survey in a sub-cohort of 30 patients including a questionnaire for assessing quality of life (flzm) were performed as a single-centre investigation at the metabolic department of the university hospital leipzig, germany. for statistical analysis, mann-whitney-u-test, t-test for independent samples, anova and chi square test were used as appropriate.results96 pku patients (56 females/40 males; median age 32 years, range 18–62) were included. in the last 3-year period, 81 % of the transferred patients still kept contact to the adult care centre. metabolic control was stable over the evaluation period and dried blood phenylalanine concentrations mostly remained within the therapeutic range (median 673.0 μmol/l, range 213.0–1381.1). sociodemographic data, economical welfare and life satisfaction data were comparable to data from the general population. however, differences could be revealed when splitting the cohort according to time of diagnosis and to management during childhood. 83 % of the pku adults were satisfied with the transition process and current adult care. 25 completed pregnancies were supervised; three newborns, born after unplanned pregnancy, showed characteristic symptoms of maternal pku syndrome.conclusionscontinuous care for adult pku patients in a specialized outpatient clinic is successful, leading to good to satisfactory metabolic control and social outcomes. uninterrupted good metabolic treatment throughout childhood and adolescence positively influences educational, professional and economic success in later life. further effort in specialized paediatric and adult metabolic care is needed to prevent loss of follow-up and to support the recommended life-long treatment and/or care",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4806494/,abstract,,,,,
671,671,718,10.1186/s13628-018-0047-z,30473783.0,"backgroundpropensity of phenylalanine (phe) for nonpolar environments drives its intercalation into phospholipid membranes, which has been implicated in metabolic and neurological disorders. the knowledge of phe intercalation parameters can be instrumental in understanding various membrane processes triggered by interactions with phe, in particular the early events leading to the formation of nucleation/docking sites for the self-assembly of phe amyloid fibrils at the membrane surface.resultsin this study, we used monolayers of phosphatidylethanolamine (dppe) and phosphatidylcholine (dppc) to mimic the membrane outer leaflet. its initial interaction with phe was modeled by injecting phe into the aqueous phase underneath the monolayer. constant pressure insertion assays augmented with epifluorescence microscopy imaging were used to monitor phe intercalation. our primary goal was to determine the phe intercalation area, aphe. two values were obtained for aphe, 33 ± 2 and 48 ± 3 å2.conclusionsphe appeared to discriminate between dppe and dppc packing, and use two modes of intercalation. the area of aphe 33 ± 2 å2 is consistent with a phe monomer intercalating into membrane by inserting the phenyl ring nearly normal to the membrane surface. this mode has been found to operate in dppe membranes. for dppc membranes however, the value of aphe = 48 ± 3 å2 suggests that, from saline, phe tends to intercalate as a larger species plausibly dragging along a counterion, na+, in a na+(phe) complex.electronic supplementary materialthe online version of this article (10.1186/s13628-018-0047-z) contains supplementary material, which is available to authorized users",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6237005/,abstract,"phe , nucleation/docking sites","phe amyloid fibrils , surface.resultsin , aphe ",,,aphe 33 ± 2 å2
672,672,719,10.1089/hum.2017.009,28293963.0,"currently, clinical gene therapy is experiencing a renaissance, with new products for clinical use approved in europe and clinical trials for multiple diseases reporting positive results, especially those using recombinant adeno-associated viral (raav) vectors. amid this new success, it is prudent to recall that the field of gene therapy experienced tragic setbacks in 1999 and 2002 because of the serious adverse events related to retroviral and adenoviral gene delivery in two clinical trials that resulted in the death of two patients. in both cases, the toxicity observed in humans had been documented to occur in animal models. however, these toxicities were either undetected or underappreciated before they arose in humans. raavs have been tested extensively in animals and animal models of disease, largely without adverse events, except for transient elevation in liver enzymes in some patients. however, a small but growing number of murine studies have documented that adeno-associated viral gene delivery can result in insertional mutagenesis. herein, the aggregate data are reviewed from multiple murine studies where genotoxicity associated with raav treatment has been observed. the data emphasize the need for a proactive position to evaluate the potential risks and possible solutions associated with aav-mediated gene therapy",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5399742/,abstract,aav-mediated gene,liver enzymes,,,
673,673,720,10.3389/fgene.2019.00552,31275354.0,"background: the provision of genetic services, along with research in the fields of genomics and genetics, has evolved in recent years to meet the increasing demand of consumers interested in prediction of genetic diseases and various inherited traits. the aim of this study is to evaluate genetic services in order to identify and classify delivery models for the provision of genetic testing in european and in extra-european countries.methods: a systematic review of the literature was conducted using five electronic resources. inclusion criteria were that studies be published in english or italian during the period 2000–2015 and carried out in european or extra-european countries (canada, usa, australia, or new zealand).results: 148 genetic programs were identified in 117 articles and were delivered mostly in the uk (59, 40%), usa (35, 24%) or australia (16, 11%). the programs were available nationally (66; 45%), regionally (49; 33%) or in urban areas (21, 14%). ninety-six (64%) of the programs were integrated into healthcare systems, 48 (32.21%) were pilot programs and five (3%) were direct-to-consumer genetic services. the genetic tests offered were mainly for brca1/2 (59, 40%), lynch syndrome (23, 16%), and newborn screening (18, 12%). healthcare professionals with different backgrounds are increasingly engaged in the provision of genetic services. based on which healthcare professionals have prominent roles in the respective patient care pathways, genetic programs were classified into five models: (i) the geneticists model; (ii) the primary care model; (iii) the medical specialist model; (iv) the population screening programs model; and (v) the direct-to-consumer model.conclusions: new models of genetic service delivery are currently under development worldwide to address the increasing demand for accessible and affordable services. these models require the integration of genetics into all medical specialties, collaboration among different healthcare professionals, and the redistribution of professional roles. an appropriate model for genetic service provision in a specific setting should ideally be defined according to the type of healthcare system, the genetic test provided within a genetic program, and the cost-effectiveness of the intervention. only applications with proven efficacy and cost-effectiveness should be implemented in healthcare systems and made available to all citizens",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6593087/,abstract,"uk (59, 40%) , australia (16, 11%)","brca1/2 , model.conclusions",,,extra-european countries.methods
674,674,721,10.3389/fbioe.2015.00020,25767794.0,"recent advancements in point-of-care (poc) technologies show great transformative promises for personalized preventative and predictive medicine. however, fields like therapeutic drug monitoring (tdm), that first allowed for personalized treatment of patients’ disease, still lag behind in the widespread application of poc devices for monitoring of patients. surprisingly, very few applications in commonly monitored drugs, such as anti-epileptics, are paving the way for a poc approach to patient therapy monitoring compared to other fields like intensive care cardiac markers monitoring, glycemic controls in diabetes, or bench-top hematological parameters analysis at the local drug store. such delay in the development of portable fast clinically effective drug monitoring devices is in our opinion due more to an inertial drag on the pervasiveness of these new devices into the clinical field than a lack of technical capability. at the same time, some very promising technologies failed in the clinical practice for inadequate understanding of the outcome parameters necessary for a relevant technological breakthrough that has superior clinical performance. we hope, by over-viewing both tdm practice and its yet unmet needs and latest advancement in micro- and nanotechnology applications to poc clinical devices, to help bridging the two communities, the one exploiting analytical technologies and the one mastering the most advanced techniques, into translating existing and forthcoming technologies in effective devices",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4341557/,abstract,,"’ , poc , poc , poc",,,
675,675,722,10.1016/j.psychres.2018.02.020,29471261.0,"tetrahydrobiopterin (bh4) is an essential cofactor for dopamine, serotonin and nitric oxide synthesis. deficits of plasma total biopterin (a measure of bh4) have been described in schizophrenia and schizoaffective disorder. gch1 encodes the first and rate-limiting enzyme in bh4 synthesis. peripheral gch1 expression is lower in first episode psychosis patients versus controls, and we hypothesized that a gch1 promoter polymorphism associated with psychiatric illness, contributes to regulation of both gch1 expression and bh4 levels. we tested this hypothesis in 120 subjects (85 patients with schizophrenia or schizoaffective disorder and 35 controls): patients with the rs10137071 a allele had significantly lower plasma biopterin than gg patients and controls. in additional samples we assessed the relationship between genotype and diagnosis (schizophrenia or control) on gch1 expression in the prefrontal cortex (n=67) and peripheral leukocytes (n=53). we found a significant linear relationship between gch1 and study group in the cns and periphery, with a allele patients having lower expression. finally, in antipsychotic naïve patients (n=13) we tested for an effect of medication on gch1: expression rose significantly after the onset of medication, primarily in a allele patients. these data suggest the potential for personalized genetic approaches to ameliorating bh4 deficits in schizophrenia-spectrum disorders",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5866784/,abstract,"gch1 promoter polymorphism , allele","biopterin , bh4 , gch1 , gch1 , gch1 , rs10137071 , biopterin , gch1 , gch1 , gch1",,peripheral leukocytes,
